model,method,bench,case,category,measure,phase,value
gpt2-xl,anyedit,genie,creator_7092,paraphrase_3,acc,post,0.5
gpt2-xl,anyedit,genie,creator_7092,paraphrase_3,acc,pre,0.5
gpt2-xl,anyedit,genie,creator_7092,paraphrase_3,diff,post,-0.28630445660424647
gpt2-xl,anyedit,genie,creator_7092,paraphrase_3,diff,pre,-0.2809100672945498
gpt2-xl,anyedit,genie,creator_7092,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,creator_7092,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,developer_1190,abstract_1,acc,post,0.8571428571428571
gpt2-xl,anyedit,genie,developer_1190,abstract_1,acc,pre,0.8571428571428571
gpt2-xl,anyedit,genie,developer_1190,abstract_1,diff,post,-0.007361559882279933
gpt2-xl,anyedit,genie,developer_1190,abstract_1,diff,pre,-0.010971289205100043
gpt2-xl,anyedit,genie,developer_1190,abstract_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_1190,abstract_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_1190,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,developer_1190,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,developer_1190,efficacy,acc,post,0.4
gpt2-xl,anyedit,genie,developer_1190,efficacy,acc,pre,0.4
gpt2-xl,anyedit,genie,developer_1190,efficacy,diff,post,0.11866619007855933
gpt2-xl,anyedit,genie,developer_1190,efficacy,diff,pre,0.01669488117469
gpt2-xl,anyedit,genie,developer_1190,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,developer_1190,efficacy,success,pre,1.0
gpt2-xl,anyedit,genie,developer_1190,hop_1,acc,post,0.0
gpt2-xl,anyedit,genie,developer_1190,hop_1,acc,pre,0.0
gpt2-xl,anyedit,genie,developer_1190,hop_1,diff,post,-0.0011172784860657102
gpt2-xl,anyedit,genie,developer_1190,hop_1,diff,pre,-0.0007905773221572557
gpt2-xl,anyedit,genie,developer_1190,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_1190,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_1190,paraphrase_1,acc,post,0.4
gpt2-xl,anyedit,genie,developer_1190,paraphrase_1,acc,pre,0.4
gpt2-xl,anyedit,genie,developer_1190,paraphrase_1,diff,post,-0.8555657104113267
gpt2-xl,anyedit,genie,developer_1190,paraphrase_1,diff,pre,-0.8573089720440962
gpt2-xl,anyedit,genie,developer_1190,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_1190,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_1190,paraphrase_2,acc,post,0.4
gpt2-xl,anyedit,genie,developer_1190,paraphrase_2,acc,pre,0.4
gpt2-xl,anyedit,genie,developer_1190,paraphrase_2,diff,post,-0.5840339462567773
gpt2-xl,anyedit,genie,developer_1190,paraphrase_2,diff,pre,-0.547142663080576
gpt2-xl,anyedit,genie,developer_1190,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,developer_1190,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,developer_1190,paraphrase_3,acc,post,0.4
gpt2-xl,anyedit,genie,developer_1190,paraphrase_3,acc,pre,0.4
gpt2-xl,anyedit,genie,developer_1190,paraphrase_3,diff,post,-0.7612854369766493
gpt2-xl,anyedit,genie,developer_1190,paraphrase_3,diff,pre,-0.7402879762863612
gpt2-xl,anyedit,genie,developer_1190,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,developer_1190,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,developer_3931,abstract_1,acc,post,0.5
gpt2-xl,anyedit,genie,developer_3931,abstract_1,acc,pre,0.5
gpt2-xl,anyedit,genie,developer_3931,abstract_1,diff,post,-0.43215825208673214
gpt2-xl,anyedit,genie,developer_3931,abstract_1,diff,pre,-0.43970057527608153
gpt2-xl,anyedit,genie,developer_3931,abstract_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_3931,abstract_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_3931,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,developer_3931,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,developer_3931,efficacy,acc,post,1.0
gpt2-xl,anyedit,genie,developer_3931,efficacy,acc,pre,0.5
gpt2-xl,anyedit,genie,developer_3931,efficacy,diff,post,0.2866793351741596
gpt2-xl,anyedit,genie,developer_3931,efficacy,diff,pre,-0.008163132036677402
gpt2-xl,anyedit,genie,developer_3931,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,developer_3931,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,developer_3931,hop_1,acc,post,0.3333333333333333
gpt2-xl,anyedit,genie,developer_3931,hop_1,acc,pre,0.3333333333333333
gpt2-xl,anyedit,genie,developer_3931,hop_1,diff,post,0.03102674732304505
gpt2-xl,anyedit,genie,developer_3931,hop_1,diff,pre,0.023223679962243986
gpt2-xl,anyedit,genie,developer_3931,hop_1,success,post,1.0
gpt2-xl,anyedit,genie,developer_3931,hop_1,success,pre,1.0
gpt2-xl,anyedit,genie,developer_3931,hop_2,acc,post,0.4
gpt2-xl,anyedit,genie,developer_3931,hop_2,acc,pre,0.4
gpt2-xl,anyedit,genie,developer_3931,paraphrase_1,acc,post,0.5
gpt2-xl,anyedit,genie,developer_3931,paraphrase_1,acc,pre,0.5
gpt2-xl,anyedit,genie,developer_3931,paraphrase_1,diff,post,-0.8912220804285664
gpt2-xl,anyedit,genie,developer_3931,paraphrase_1,diff,pre,-0.8928527998440434
gpt2-xl,anyedit,genie,developer_3931,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_3931,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_3931,paraphrase_2,acc,post,0.5
gpt2-xl,anyedit,genie,developer_3931,paraphrase_2,acc,pre,0.5
gpt2-xl,anyedit,genie,developer_3931,paraphrase_2,diff,post,-0.7058871366112941
gpt2-xl,anyedit,genie,developer_3931,paraphrase_2,diff,pre,-0.6461373815491074
gpt2-xl,anyedit,genie,developer_3931,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,developer_3931,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,developer_3931,paraphrase_3,acc,post,0.5
gpt2-xl,anyedit,genie,developer_3931,paraphrase_3,acc,pre,0.5
gpt2-xl,anyedit,genie,developer_3931,paraphrase_3,diff,post,-0.8156724080697244
gpt2-xl,anyedit,genie,developer_3931,paraphrase_3,diff,pre,-0.7815573509144668
gpt2-xl,anyedit,genie,developer_3931,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,developer_3931,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,developer_4882,abstract_1,acc,post,0.8571428571428571
gpt2-xl,anyedit,genie,developer_4882,abstract_1,acc,pre,0.8571428571428571
gpt2-xl,anyedit,genie,developer_4882,abstract_1,diff,post,-0.07824285629993044
gpt2-xl,anyedit,genie,developer_4882,abstract_1,diff,pre,-0.07247359936392639
gpt2-xl,anyedit,genie,developer_4882,abstract_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_4882,abstract_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_4882,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,developer_4882,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,developer_4882,efficacy,acc,post,0.6
gpt2-xl,anyedit,genie,developer_4882,efficacy,acc,pre,0.4
gpt2-xl,anyedit,genie,developer_4882,efficacy,diff,post,0.19744187700642774
gpt2-xl,anyedit,genie,developer_4882,efficacy,diff,pre,0.021662731575304225
gpt2-xl,anyedit,genie,developer_4882,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,developer_4882,efficacy,success,pre,1.0
gpt2-xl,anyedit,genie,developer_4882,hop_1,acc,post,0.0
gpt2-xl,anyedit,genie,developer_4882,hop_1,acc,pre,0.0
gpt2-xl,anyedit,genie,developer_4882,hop_1,diff,post,-0.0011375294044960744
gpt2-xl,anyedit,genie,developer_4882,hop_1,diff,pre,-0.0005461059602667506
gpt2-xl,anyedit,genie,developer_4882,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_4882,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_4882,paraphrase_1,acc,post,0.4
gpt2-xl,anyedit,genie,developer_4882,paraphrase_1,acc,pre,0.4
gpt2-xl,anyedit,genie,developer_4882,paraphrase_1,diff,post,-0.8313359872778329
gpt2-xl,anyedit,genie,developer_4882,paraphrase_1,diff,pre,-0.8250690614624381
gpt2-xl,anyedit,genie,developer_4882,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_4882,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_4882,paraphrase_2,acc,post,0.4
gpt2-xl,anyedit,genie,developer_4882,paraphrase_2,acc,pre,0.4
gpt2-xl,anyedit,genie,developer_4882,paraphrase_2,diff,post,-0.30972468511446094
gpt2-xl,anyedit,genie,developer_4882,paraphrase_2,diff,pre,-0.22940021784656414
gpt2-xl,anyedit,genie,developer_4882,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,developer_4882,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,developer_4882,paraphrase_3,acc,post,0.4
gpt2-xl,anyedit,genie,developer_4882,paraphrase_3,acc,pre,0.4
gpt2-xl,anyedit,genie,developer_4882,paraphrase_3,diff,post,-0.6626723458121055
gpt2-xl,anyedit,genie,developer_4882,paraphrase_3,diff,pre,-0.631381951741861
gpt2-xl,anyedit,genie,developer_4882,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,developer_4882,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,developer_5054,abstract_1,acc,post,0.8571428571428571
gpt2-xl,anyedit,genie,developer_5054,abstract_1,acc,pre,0.8571428571428571
gpt2-xl,anyedit,genie,developer_5054,abstract_1,diff,post,0.11085045945933836
gpt2-xl,anyedit,genie,developer_5054,abstract_1,diff,pre,0.10608520100083013
gpt2-xl,anyedit,genie,developer_5054,abstract_1,success,post,1.0
gpt2-xl,anyedit,genie,developer_5054,abstract_1,success,pre,1.0
gpt2-xl,anyedit,genie,developer_5054,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,developer_5054,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,developer_5054,efficacy,acc,post,1.0
gpt2-xl,anyedit,genie,developer_5054,efficacy,acc,pre,0.0
gpt2-xl,anyedit,genie,developer_5054,efficacy,diff,post,0.9385973788888617
gpt2-xl,anyedit,genie,developer_5054,efficacy,diff,pre,-0.00477003054915982
gpt2-xl,anyedit,genie,developer_5054,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,developer_5054,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,developer_5054,hop_1,acc,post,0.0
gpt2-xl,anyedit,genie,developer_5054,hop_1,acc,pre,0.0
gpt2-xl,anyedit,genie,developer_5054,hop_1,diff,post,0.000763612761361814
gpt2-xl,anyedit,genie,developer_5054,hop_1,diff,pre,0.002393054861739635
gpt2-xl,anyedit,genie,developer_5054,hop_1,success,post,1.0
gpt2-xl,anyedit,genie,developer_5054,hop_1,success,pre,1.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_1,acc,post,0.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_1,acc,pre,0.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_1,diff,post,-0.8738358946187891
gpt2-xl,anyedit,genie,developer_5054,paraphrase_1,diff,pre,-0.8704553242184752
gpt2-xl,anyedit,genie,developer_5054,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_2,acc,post,0.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_2,acc,pre,0.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_2,diff,post,-0.5146975905448762
gpt2-xl,anyedit,genie,developer_5054,paraphrase_2,diff,pre,-0.45069767554262596
gpt2-xl,anyedit,genie,developer_5054,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_3,acc,post,0.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_3,acc,pre,0.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_3,diff,post,-0.7487858333972898
gpt2-xl,anyedit,genie,developer_5054,paraphrase_3,diff,pre,-0.6993375018470142
gpt2-xl,anyedit,genie,developer_5054,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,developer_5054,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,developer_635,abstract_1,acc,post,0.5
gpt2-xl,anyedit,genie,developer_635,abstract_1,acc,pre,0.5
gpt2-xl,anyedit,genie,developer_635,abstract_1,diff,post,-0.29265862347721944
gpt2-xl,anyedit,genie,developer_635,abstract_1,diff,pre,-0.2799700180695371
gpt2-xl,anyedit,genie,developer_635,abstract_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_635,abstract_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_635,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,developer_635,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,developer_635,efficacy,acc,post,0.5
gpt2-xl,anyedit,genie,developer_635,efficacy,acc,pre,0.0
gpt2-xl,anyedit,genie,developer_635,efficacy,diff,post,0.15423305999904893
gpt2-xl,anyedit,genie,developer_635,efficacy,diff,pre,0.0024236455235303904
gpt2-xl,anyedit,genie,developer_635,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,developer_635,efficacy,success,pre,1.0
gpt2-xl,anyedit,genie,developer_635,hop_1,acc,post,0.6666666666666666
gpt2-xl,anyedit,genie,developer_635,hop_1,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,developer_635,hop_1,diff,post,0.025963216876944393
gpt2-xl,anyedit,genie,developer_635,hop_1,diff,pre,0.019453539120261164
gpt2-xl,anyedit,genie,developer_635,hop_1,success,post,1.0
gpt2-xl,anyedit,genie,developer_635,hop_1,success,pre,1.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_1,acc,post,0.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_1,acc,pre,0.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_1,diff,post,-0.3522518182151308
gpt2-xl,anyedit,genie,developer_635,paraphrase_1,diff,pre,-0.3506061485596631
gpt2-xl,anyedit,genie,developer_635,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_2,acc,post,0.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_2,acc,pre,0.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_2,diff,post,-0.056714182229750686
gpt2-xl,anyedit,genie,developer_635,paraphrase_2,diff,pre,-0.046381514750475354
gpt2-xl,anyedit,genie,developer_635,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_3,acc,post,0.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_3,acc,pre,0.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_3,diff,post,-0.21213127296230774
gpt2-xl,anyedit,genie,developer_635,paraphrase_3,diff,pre,-0.21593135886740997
gpt2-xl,anyedit,genie,developer_635,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,developer_635,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,developer_6861,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,developer_6861,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,developer_6861,efficacy,acc,post,1.0
gpt2-xl,anyedit,genie,developer_6861,efficacy,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,developer_6861,efficacy,diff,post,0.9217060000669877
gpt2-xl,anyedit,genie,developer_6861,efficacy,diff,pre,-0.2556644382305482
gpt2-xl,anyedit,genie,developer_6861,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,developer_6861,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,developer_6861,hop_1,acc,post,0.5
gpt2-xl,anyedit,genie,developer_6861,hop_1,acc,pre,0.5
gpt2-xl,anyedit,genie,developer_6861,hop_1,diff,post,0.040340694075400196
gpt2-xl,anyedit,genie,developer_6861,hop_1,diff,pre,0.034673566027571434
gpt2-xl,anyedit,genie,developer_6861,hop_1,success,post,1.0
gpt2-xl,anyedit,genie,developer_6861,hop_1,success,pre,1.0
gpt2-xl,anyedit,genie,developer_6861,paraphrase_1,acc,post,0.6666666666666666
gpt2-xl,anyedit,genie,developer_6861,paraphrase_1,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,developer_6861,paraphrase_1,diff,post,-0.6669847967809711
gpt2-xl,anyedit,genie,developer_6861,paraphrase_1,diff,pre,-0.6809888792233002
gpt2-xl,anyedit,genie,developer_6861,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,developer_6861,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,developer_6861,paraphrase_2,acc,post,0.6666666666666666
gpt2-xl,anyedit,genie,developer_6861,paraphrase_2,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,developer_6861,paraphrase_2,diff,post,-0.6415643427523755
gpt2-xl,anyedit,genie,developer_6861,paraphrase_2,diff,pre,-0.6223736698681498
gpt2-xl,anyedit,genie,developer_6861,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,developer_6861,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,developer_6861,paraphrase_3,acc,post,0.6666666666666666
gpt2-xl,anyedit,genie,developer_6861,paraphrase_3,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,developer_6861,paraphrase_3,diff,post,-0.7328674232553618
gpt2-xl,anyedit,genie,developer_6861,paraphrase_3,diff,pre,-0.726658083996547
gpt2-xl,anyedit,genie,developer_6861,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,developer_6861,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,director_1923,abstract_1,acc,post,0.5
gpt2-xl,anyedit,genie,director_1923,abstract_1,acc,pre,0.5
gpt2-xl,anyedit,genie,director_1923,abstract_1,diff,post,-0.13417418261393704
gpt2-xl,anyedit,genie,director_1923,abstract_1,diff,pre,-0.13708756254104548
gpt2-xl,anyedit,genie,director_1923,abstract_1,success,post,0.0
gpt2-xl,anyedit,genie,director_1923,abstract_1,success,pre,0.0
gpt2-xl,anyedit,genie,director_1923,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,director_1923,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,director_1923,efficacy,acc,post,1.0
gpt2-xl,anyedit,genie,director_1923,efficacy,acc,pre,0.5
gpt2-xl,anyedit,genie,director_1923,efficacy,diff,post,0.6768360688855175
gpt2-xl,anyedit,genie,director_1923,efficacy,diff,pre,-0.39309074992126936
gpt2-xl,anyedit,genie,director_1923,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,director_1923,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,director_1923,hop_1,acc,post,0.0
gpt2-xl,anyedit,genie,director_1923,hop_1,acc,pre,0.0
gpt2-xl,anyedit,genie,director_1923,hop_1,diff,post,-0.006736325582181685
gpt2-xl,anyedit,genie,director_1923,hop_1,diff,pre,-0.009110761306850478
gpt2-xl,anyedit,genie,director_1923,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,director_1923,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,director_1923,hop_2,acc,post,0.5
gpt2-xl,anyedit,genie,director_1923,hop_2,acc,pre,0.5
gpt2-xl,anyedit,genie,director_1923,hop_2,diff,post,-0.16468186766371176
gpt2-xl,anyedit,genie,director_1923,hop_2,diff,pre,-0.15204148386287047
gpt2-xl,anyedit,genie,director_1923,hop_2,success,post,0.0
gpt2-xl,anyedit,genie,director_1923,hop_2,success,pre,0.0
gpt2-xl,anyedit,genie,director_1923,hop_3,acc,post,0.8333333333333334
gpt2-xl,anyedit,genie,director_1923,hop_3,acc,pre,0.8333333333333334
gpt2-xl,anyedit,genie,director_1923,hop_3,diff,post,0.1972459060481174
gpt2-xl,anyedit,genie,director_1923,hop_3,diff,pre,0.13681268175104147
gpt2-xl,anyedit,genie,director_1923,hop_3,success,post,1.0
gpt2-xl,anyedit,genie,director_1923,hop_3,success,pre,1.0
gpt2-xl,anyedit,genie,director_1923,paraphrase_1,acc,post,0.5
gpt2-xl,anyedit,genie,director_1923,paraphrase_1,acc,pre,0.5
gpt2-xl,anyedit,genie,director_1923,paraphrase_1,diff,post,-0.5395196187097524
gpt2-xl,anyedit,genie,director_1923,paraphrase_1,diff,pre,-0.5409567686381136
gpt2-xl,anyedit,genie,director_1923,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,director_1923,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,director_1923,paraphrase_2,acc,post,0.5
gpt2-xl,anyedit,genie,director_1923,paraphrase_2,acc,pre,0.5
gpt2-xl,anyedit,genie,director_1923,paraphrase_2,diff,post,-0.5504342187825143
gpt2-xl,anyedit,genie,director_1923,paraphrase_2,diff,pre,-0.53425605967133
gpt2-xl,anyedit,genie,director_1923,paraphrase_2,success,post,0.0
gpt2-xl,anyedit,genie,director_1923,paraphrase_2,success,pre,0.0
gpt2-xl,anyedit,genie,director_1923,paraphrase_3,acc,post,0.5
gpt2-xl,anyedit,genie,director_1923,paraphrase_3,acc,pre,0.5
gpt2-xl,anyedit,genie,director_1923,paraphrase_3,diff,post,-0.43415635374523065
gpt2-xl,anyedit,genie,director_1923,paraphrase_3,diff,pre,-0.41699199543551957
gpt2-xl,anyedit,genie,director_1923,paraphrase_3,success,post,0.0
gpt2-xl,anyedit,genie,director_1923,paraphrase_3,success,pre,0.0
gpt2-xl,anyedit,genie,director_2030,abstract_1,acc,post,0.6666666666666666
gpt2-xl,anyedit,genie,director_2030,abstract_1,acc,pre,0.6666666666666666
gpt2-xl,anyedit,genie,director_2030,abstract_1,diff,post,0.10597219969651489
gpt2-xl,anyedit,genie,director_2030,abstract_1,diff,pre,0.1124270165723851
gpt2-xl,anyedit,genie,director_2030,abstract_1,success,post,1.0
gpt2-xl,anyedit,genie,director_2030,abstract_1,success,pre,1.0
gpt2-xl,anyedit,genie,director_2030,abstract_2,hit,post,0.0
gpt2-xl,anyedit,genie,director_2030,abstract_2,hit,pre,0.0
gpt2-xl,anyedit,genie,director_2030,abstract_3,hit,post,0.0
gpt2-xl,anyedit,genie,director_2030,abstract_3,hit,pre,0.0
gpt2-xl,anyedit,genie,director_2030,efficacy,acc,post,0.5
gpt2-xl,anyedit,genie,director_2030,efficacy,acc,pre,0.5
gpt2-xl,anyedit,genie,director_2030,efficacy,diff,post,0.03988157128707198
gpt2-xl,anyedit,genie,director_2030,efficacy,diff,pre,-0.1076776236564505
gpt2-xl,anyedit,genie,director_2030,efficacy,success,post,1.0
gpt2-xl,anyedit,genie,director_2030,efficacy,success,pre,0.0
gpt2-xl,anyedit,genie,director_2030,hop_1,acc,post,0.0
gpt2-xl,anyedit,genie,director_2030,hop_1,acc,pre,0.0
gpt2-xl,anyedit,genie,director_2030,hop_1,diff,post,-2.9451900125215744e-05
gpt2-xl,anyedit,genie,director_2030,hop_1,diff,pre,-2.6824216122675345e-06
gpt2-xl,anyedit,genie,director_2030,hop_1,success,post,0.0
gpt2-xl,anyedit,genie,director_2030,hop_1,success,pre,0.0
gpt2-xl,anyedit,genie,director_2030,paraphrase_1,acc,post,0.5
gpt2-xl,anyedit,genie,director_2030,paraphrase_1,acc,pre,0.5
gpt2-xl,anyedit,genie,director_2030,paraphrase_1,diff,post,-0.04198816513222253
gpt2-xl,anyedit,genie,director_2030,paraphrase_1,diff,pre,-0.05630584001593099
gpt2-xl,anyedit,genie,director_2030,paraphrase_1,success,post,0.0
gpt2-xl,anyedit,genie,director_2030,paraphrase_1,success,pre,0.0
gpt2-xl,anyedit,genie,director_2030,paraphrase_2,acc,post,0.5
gpt2-xl,anyedit,genie,director_2030,paraphrase_2,acc,pre,0.5
gpt2-xl,anyedit,genie,director_2030,paraphrase_2,diff,post,-0.06973186974085391
